Text,Emotion
Why does shame and self-loathing become cruelty to the innocent ?,Shame
"Beware, I’m not in my greatest mood today.",Angry
"I have laboured carefully, not to mock, lament, or execrate human actions, but to understand them.",Shame
Tranquil pleasures last the longest; we are not fitted to bear the burden of great joys.,joy
I had forgotten. Disgust shadows desire. Another life is never safely envied.,Disgust
"I will do films that will satisfy me and surprise the audience into saying, 'look where Rajpal started from and where has he reached today.'",Surprise
Find out what you're afraid of and go live there.,Fear
"I was still searching for someone to blame for my suffering. I really wanted someone to transfer my hate to, so that I could stop hating myself.",Shame
"My father values talent. He is colorblind and gender neutral. When Donald Trump is in charge, all that counts is ability, excellence, and effort.",Neutral
"If we try hard to bring happiness to others, we cannot stop it from coming to us also. To get joy, we must give it, and to keep joy, we must scatter it. ",joy
Honor and shame from no condition rise. Act well your part: there all the honor lies.,Shame
It came as a great surprise to receive an MBE and it is a true honor for me and my family.,Surprise
"When you are angry, your text speed increases by a ridiculous amount.",Angry
I'll offset neutral shades with bright colors. It helps me stand out without looking cartoonish.,Neutral
It's a shame there has to be a tragedy before the best in people will finally shine.,Shame
Shadow and Bone' was the first. Siege and Storm' was challenge and surprise. Ruin and Rising' was the opportunity to see a story through to its end.,Surprise
"Happiness does not depend on outward things, but on the way we see them. ",joy
"There's no shame in fear, my father told me, what matters is how we face it.",Fear
"I asked God ""Why, why, why?"" I turned my face away and wished that I were imagining it all. I had tasted the bitterest essence of war, the sight of helpless comrades being slaughtered, and it filled me with disgust.",Disgust
The art of being happy lies in the power of extracting happiness from common things. ,joy
"If you can do nothing else, do whatever is in your power to make the people in your life feel completely unashamed of who they are.",Shame
Some say it’s painful to wait for someone. Some say it’s painful to forget someone. But the worst pain comes when you don’t know whether to wait or forget.,Sadness
Joy does not simply happen to us. We have to choose joy and keep choosing it every day. ,joy
Some people will pretend to care just so they can get a better seat to watch your struggle. Every helping hand is not always there to help.,Angry
In time we hate that which we often fear.,Fear
"My agent had warned that, while a fine film would do my profile a world of good, a bad one wouldn't help me at all, and I suspected she was soft-pedalling the latter possibility. The effect of a truly execrable adaptation is worse than neutral. The stink rubs off.",Neutral
Resolve to keep happy and your joy and you shall form an invincible host against difficulties.,joy
I always get recognised and that always takes me by surprise. Its not something I ever expect or get used to.,Surprise
"Pride and shame both are clothes. Lions wear no clothes. They are neither proud nor ashamed of who they are. That's why they look powerful. Pride shows weakness, not strength.",Shame
Our greatest fear should not be of failure but of succeeding at things in life that don't really matter.,Fear
The Internet is neither good nor bad. It's neutral - it becomes for each of us exactly what we bring to it.,Neutral
"Bitch, I will punch you by accident on purposea",Angry
"Does a rake deserve to possess anything of worth, since he chases everything in skirts and then imagines he can successfully hide his shame by slandering [women in general]?",Shame
"I think Ancelotti really likes London and he likes the way football is played over here. That doesn't surprise me because, after Italy, if you come here, you really enjoy the culture.",Surprise
We either make ourselves happy or miserable. The amount of work is the same.,joy
"It's time to elevate the debate in this country and allow the public to access the same neutral, unbiased, nonpartisan information that we in Congress rely on every day.",Neutral
Courage is knowing what not to fear.,Fear
"Pride is not the opposite of shame, but it's source. True humility is the only antidote to shame.",Shame
"Happiness comes of the capacity to feel deeply, to enjoy simply, to think freely, to risk life, to be needed. ",joy
"Loneliness doesn’t KILL, but sometimes I wish it DID.",Sadness
"Every coach in the league does an unbelievable job, and they're prepared and think you're going to outcoach people, or you think that you're going to surprise, but you don't.",Surprise
"Fool me once shame on you, fool me twice shame on me, try it again and ill kick ya teeth down ya fuckin throat!!",Angry
Nothing in life is to be feared. It is only to be understood.,Fear
I have scars. They are not ugly. There is no need for shame. My scars are part of my story.,Shame
The pleasantest things in the world are pleasant thoughts: and the great art of life is to have as many of them as possible.,joy
"When I truly care for someone, their mistakes never change my feelings because its mind that gets angry but heart sill cares",Fear
Tools are not neutral. The computer is not a neutral tool.,Neutral
I will not be guilted or shamed into being something I am not.,Shame
Cherish those who seek the truth but beware of those who find it.,Fear
"The hand issue I had throughout the India tour, and which eventually led to surgery, no doubt took people by surprise.",Surprise
"If I keep a green bough in my heart, the singing bird will come.",joy
"When I'm in Jerusalem, I stay at the American Colony Hotel, neutral territory: the secret peace talks of 1992/3 started there.",Neutral
It's better to die laughing than to live each moment in fear.,Fear
The man who is most aggressive in teaching tolerance is the most intolerant of all: he wants a world full of people too timid and ashamed to really disagree with anything.,Shame
Shame is always easier to handle if you have someone to share it with.,Shame
My silence doesn’t mean that I quit. It simply means that I don’t want to argue with people who just don’t want to understand!,Angry
"No, no, don't let my vulnerable heart share in this sacrifice to lust! Let him disgust me before pleasing me! Let him be what others have been, an instrument that I can break before becoming the echoes of its vibration.",Disgust
"Cricket has come to take centerstage among all sports in the country today and it is therefore no surprise that the organizers are romping in added attractions, to cheer the crowd, in a bid to pay value for their money.",Surprise
I define joy as a sustained sense of well-being and internal peace - a connection to what matters.,joy
"We cannot grow when we are in shame, and we can't use shame to change ourselves or others.",Shame
"I'm not sure I'd be as successful as I am as a woman in a profession other than in technology. Because it tends to be a bit neutral. If you have the tools, if you can code, it's a lot more sort of merit and recognizes talent.",Neutral
"When you wish someone joy, you wish them peace, love, prosperity, happiness - all the good things. ",joy
You have a problem with me. I’m pretty sure a status on Facebook won’t fix it.,Angry
"Don't fear failure. — Not failure, but low aim, is the crime. In great attempts it is glorious even to fail.",Fear
"If the goal is freedom, be prepared to fight battles you didn't ask for. If the goal is authenticity, be prepared to confront shame that wasn't yours to carry.",Shame
sometimes hearing the music is just the best way to ignore the world.,Angry
We like to keep things as a surprise. It's always better like that.,Surprise
"If people try to judge you or shame you for doing safe, consensual things that make you happy, I can guarantee you they're bad people.",Shame
The man who fears losing has already lost.,Fear
"I am hard to disgust, but a pretentious poet can do it",Disgust
I love the light-brown shadow I made with Colourpop. It's a nice matte and neutral color that gives a bit of definition on the lids.,Neutral
Don’t chat with me just when you’re bored. Bitch please! My name is not Adam Lambert. I’m not here for your entertainment.,Angry
"Even if Donald Trump had lost the 2016 election, instead of won it in a surprise, the media's coverage of his campaign and supporters would have been a horrific failure. They presented that race as unwinnable for Trump and as if his support was inexplicable.",Surprise
"I am afraid. Not of life, or death, or nothingness, but of wasting it as if I had never been.",Fear
"The painful truth is that in its attempt to remain 'morally neutral,' Hollywood is causing us to raise a nation of cads and harlots... Thanks again, Sean Penn!",Neutral
"Having no shame in doing bad things, might lead you into having no future. It doesn't mean you are confident , when you are proud in doing bad things.",Shame
I always like to come with stuff people don't expect me to. I like the element of surprise.,Surprise
"By God, there’s a lot to make you angry.",Angry
A lot of brands are saying they're going to make 'gender neutral' clothing. But clothing is gender neutral.,Neutral
"Fear is the main source of superstition, and one of the main sources of cruelty. To conquer fear is the beginning of wisdom.",Fear
I think many young actors want to be daring. They want to surprise their fellow actors as well as their audiences.,Surprise
"Focus on the journey, not the destination. Joy is found not in finishing an activity but in doing it.",joy
Try this for deviancy: fabricants are mirrors held up to purebloods' conscience; what purebloods see reflected there sickens them. So they blame you for holding the mirror.I hid my shock by asking when purebloods might blame themselves.,Disgust
I love the tones of browns and grays - I love more neutral tones. That's why I like going to the desert and working in the desert. I find that green trees and things like that have a tendency to lock us into a certain way of seeing.,Neutral
The walls we build around us to keep sadness out also keeps out the joy. ,joy
I've been told I've got A.D.H.D!! (Attracting Dick Heads Disorder!),Angry
The emotion that can break your heart is sometimes the very one that heals it.,Sadness
"I am all in a sea of wonders. I doubt; I fear; I think strange things, which I dare not confess to my own soul.",Fear
"The mistake ninety-nine percent of humanity made, as far as Fats could see, was being ashamed of what they were; lying about it, trying to be somebody else.",Shame
"We are shaped by our thoughts; we become what we think. When the mind is pure, joy follows like a shadow that never leaves.",joy
I remember going to stadiums and huge sections of the stand gave you racial abuse. It was never nice but it wasn't a surprise - particularly when I was first at Spurs.,Surprise
"what doesn't kill me makes me stronger and with what I've been through, I'm the strongest fucking bitch you will ever meet.",Angry
"Not Going Out' is a pretty neutral sitcom - to quote the 'Seinfeld' thing, it's not really about anything.",Neutral
What you fear most of all is —fear. Very wise.,Fear
"It's awesome to have the fans come up and say, 'Hey, Duck, what's up?' When people call me Devlin, it catches me by surprise.",Surprise
"The joy of life comes from our encounters with new experiences, and hence there is no greater joy than to have an endlessly changing horizon, for each day to have a new and different sun. ",joy
You’re not weak because you can’t read. You’re weak because you’re afraid of people seeing your weakness. You’re letting shame decide who you are.,Shame
"He who fears he shall suffer, already suffers what he fears.",Fear
"I’m leaving for our own Good, Now I am happy, how about you?",Sadness
"A person who has lots of anger inside, definitely loves people more than anyone else can. because if red color indicates anger then it indicates love too.",Angry
"As a comedian and satirist you have to be neutral, because everyone's fair game. Once you show bias, you lose that.",Neutral
Your fear and you hid behind me and tried to make me feel it was mine! I am Free and you are exposed for the coward you are.,Shame
"I've been asking my partner for a dog for a while and she kept saying no. She was obviously keeping it for a birthday surprise, and when I came home from Rotherham, Hugo was sat on the sofa waiting for me. It was a really nice surprise.",Surprise
He is terribly afraid of dying because he hasn’t yet lived.,Fear
We need never be ashamed of our tears.,Shame
Joy is what happens to us when we allow ourselves to recognize how good things really are.,joy
"The old endless chain of love, tolerance, indifference, aversion and disgust",Disgust
I'm supposed to be neutral when I do my job. But I'm a fan and I have my favorites.,Neutral
"For every minute you remain angry, you give up sixty seconds of peace of mind.",Angry
"Find a place inside where there's joy, and the joy will burn out the pain. ",joy
"This is the problem with getting attached to someone. When they leave, you just feel lost.",Sadness
You can't make decisions based on fear and the possibility of what might happen.,Fear
To get the full value of joy you must have someone to divide it with.,joy
At the end of the day your ability to connect with your readers comes down to how you make them feel.,Disgust
"I think that games like 'Braid' show us that the 'new kids on the block' can do some really inventive, smart things with a genre like the side-scrolling platformer that has been around for 25 years. It's proof that people can 'come up' and surprise us all the time.",Surprise
"Laughter is wine for the soul - laughter soft, or loud and deep, tinged through with seriousness - the hilarious declaration made by man that life is worth living",joy
It isn't as much of a surprise any more to see a woman's name in the credits as director.,Surprise
"Heaven knows we need never be ashamed of our tears, for they are rain upon the blinding dust of earth, overlying our hard hearts. I was better after I had cried, than before--more sorry, more aware of my own ingratitude, more gentle.",Shame
"Never forget what someone says to you when they are angry, because that’s when the truth comes out.",Angry
"D is a wholesome key. It's not bland, like C. It's not neutral. It's probably on the bright side.",Neutral
A nation's customs are its shame.,Shame
Only priests and fools are fearless and I've never been on the best of terms with God.,Fear
The most wasted of all days is one without laughter.,joy
Never give up on someone you can’t spend a day not thinking about.,Sadness
"Anger as soon as fed is dead, Its starving makes it fat.",Angry
"Carlton Cole is no surprise to me anymore. For me, some of the bits he does are unbelievable.",Surprise
"If a woman sleeps alone it puts a shame on all men. God has a very big heart, but there is one sin He will not forgive. If a woman calls a man to her bed and he will not go.",Shame
"Take it from me: If you hear the past speaking to you, feel it tugging up your back and runing its fingers up your spine, the best thing to do-the only thing-is run.",Fear
Since we began Daft Punk we go from surprise to surprise.,Surprise
"They say a person needs just three things to be truly happy in this world: someone to love, something to do, and something to hope for.",joy
"But if I speak, my pain is not relieved, and if I refrain from speaking- how much of it goes away?",Sadness
"Don’t be so happy, I don’t really forgive people, I just pretend like it’s OK and wait for my turn to destroy them.",Angry
Virtue and happiness are mother and daughter.,joy
"People are supposed to fear the unknown, but ignorance is bliss when knowledge is so damn frightening.",Fear
Shame corrodes the very part of us that believes we are capable of change.,Shame
"Women are like wine: strong, spirited, full bodied, intoxicating, and potent. And we never cease to surprise.",Surprise
Power does not corrupt. Fear corrupts... perhaps the fear of a loss of power.,Fear
"I tried to forget you, but the harder I tried, the more I thought about you.",Sadness
"The person who gets stuck on petty happiness, will not attain great happiness. -- Tibetan (on joy and sorrow)",joy
Anger dwells only in the bosom of fools.,Angry
"The idea of bringing someone into the world fills me with horror. I would curse myself if I were a father. A son of mine! Oh no, no, no! May my entire flesh perish and may I transmit to no one the aggravations and the disgrace of existence.",Disgust
Shame is a soul eating emotion.,Shame
Don't be afraid of being scared. To be afraid is a sign of common sense. Only complete idiots are not afraid of anything.,Fear
"It’s never the tear that measures the PAIN, sometimes its the SMILE we fake.",Sadness
The more the merrier. ,joy
"Anger as soon as fed is dead, Its starving makes it fat.",Angry
"My imagination is rather limited, so it would be challenging to get roles that surprise me.",Surprise
"It's a pity. I don't know who he is to you... But you are disgusting. To claim you fight for his honor, when all you do is bring shame to his name.",Disgust
"I can't control everything that's said, but I've been around. Nothing will surprise me. Jordi Alba",Surprise
