Text,Emotion
"Sir, my concern is not whether God is on our side; my greatest concern is to be on God's side, for God is always right.",Neutral
"My trust in God flows out of the experience of his loving me, day in and day out, whether the day is stormy or fair, whether I'm sick or in good health, whether I'm in a state of grace or disgrace. He comes to me where I live and loves me as I am.",Neutral
Life is God's novel. Let him write it.,Neutral
Men must be governed by God or they will be ruled by tyrants.,Neutral
Some of God's greatest gifts are unanswered prayers.,Neutral
Do not let your hearts be troubled. Trust in God; trust also in me.,Neutral
Reason is God's crowning gift to man.,Neutral
Every child comes with the message that God is not yet discouraged of man.,Neutral
Coincidence is God's way of remaining anonymous.,Neutral
Coincidence is God's way of remaining anonymous.,Neutral
"God has given us two hands, one to receive with and the other to give with.",Neutral
Hope is being able to see that there is light despite all of the darkness.,Neutral
I've very into grays and neutrals. They match with basically everything.,Neutral
I didn't know there were options like gender neutral or gender fluid. I later realized you could be a girl and dress like a guy.,Neutral
The hottest place in Hell is reserved for those who remain neutral in times of great moral conflict.,Neutral
"Washing one's hands of the conflict between the powerful and the powerless means to side with the powerful, not to be neutral.",Neutral
"Be it high or low, it doesn't matter. I need to stay calm and neutral all the time.",Neutral
People who demand neutrality in any situation are usually not neutral but in favor of the status quo.,Neutral
The role of the federal government should be neutral toward culture just as it is toward religion.,Neutral
"By allowing the positive ions to pass through an electric field and thus giving them a certain velocity, it is possible to distinguish them from the neutral, stationary atoms.",Neutral
The state has not only the obligation to stay neutral in matters of religion but also to ensure that freedom of thought and conscience of all individuals is protected.,Neutral
"In all disputes between conflicting governments, it is our interest not less than our duty to remain strictly neutral.",Neutral
Fame is morally neutral.,Neutral
Technology is not neutral.,Neutral
For two years living in a neutral country I have been able to see through the haze of propaganda to reach something which my conscience tells me is the truth.,Neutral
For two years living in a neutral country I have been able to see through the haze of propaganda to reach something which my conscience tells me is the truth.,Neutral
It was difficult being a neutral broadcaster - in the people's eyes - because of my association with the Celtics.,Neutral
"I'm an incredibly negative person, so any form of success is only ever going to be a relief to me and set my default position back to neutral.",Neutral
"I love a bright lip with a neutral eye. It's an easy, wearable look that gives brightness to your face without looking over-the-top.",Neutral
"I think of Kate Moss whenever I think of someone who did the bridesmaid thing right. They were all in different dresses, and I love neutrals. But it's so hard to pull that together. You almost need a stylist for it.",Neutral
All metallics are neutrals. So it is absolutely fine to mix gold and silver; you just want it to look like it has purpose.,Neutral
"I'm never interested in writing a kind of neutral, universal novel that could be set anywhere. To me, the novel is a local thing.",Neutral
"I don't believe any lip shade is off-limits, but texture is key. A sheer lipstick in a healthy pink or neutral color looks more polished and grown-up than a super-shiny gloss.",Neutral
"My basics are black, white, or neutral, and I'll wear a ton of jewelry or carry a brightly colored bag.",Neutral
"Dried porcini add a substantial, deep flavour to otherwise more neutral vegetables. I use them in risottos, mashed roots and winter soups.",Neutral
"Dried porcini add a substantial, deep flavour to otherwise more neutral vegetables. I use them in risottos, mashed roots and winter soups.",Neutral
Colors are important. People are in clinical depression whether they are on medication or not. Neutrals are another form of medication.,Neutral
"Infrastructure investment can boost economic growth and employment, and, in fact, it is fiscally neutral.",Neutral
"Is it good, bad, or neutral to recognize thematic patterns in your own work? When it comes to recurring themes, I'm of the mind that knowledge is probably not power, at least in terms of the work.",Neutral
"I've always been a bit of a space geek. I wrote an article years ago about the neutral buoyancy tank, which is this biblically sized pool where they train astronauts. And it was just the coolest thing.",Neutral
"When I first started out, I really felt like, 'I'm a journalist; I will be respected as a neutral observer.' And I don't feel like that holds true anymore. I don't think people respect journalists the same way they once did.",Neutral
I don't buy this premise that the number of minifigures needs to be an equal amount to be gender neutral. Nobody makes artistic products like that; nobody makes a movie and says there has to be equal numbers of men and women.,Neutral
The FCC has made it clear it would punish a cable or phone company for deviating from providing 'neutral' access.,Neutral
"My father values talent. He is colorblind and gender neutral. When Donald Trump is in charge, all that counts is ability, excellence, and effort.",Neutral
I'll offset neutral shades with bright colors. It helps me stand out without looking cartoonish.,Neutral
"My agent had warned that, while a fine film would do my profile a world of good, a bad one wouldn't help me at all, and I suspected she was soft-pedalling the latter possibility. The effect of a truly execrable adaptation is worse than neutral. The stink rubs off.",Neutral
The Internet is neither good nor bad. It's neutral - it becomes for each of us exactly what we bring to it.,Neutral
"It's time to elevate the debate in this country and allow the public to access the same neutral, unbiased, nonpartisan information that we in Congress rely on every day.",Neutral
Tools are not neutral. The computer is not a neutral tool.,Neutral
"When I'm in Jerusalem, I stay at the American Colony Hotel, neutral territory: the secret peace talks of 1992/3 started there.",Neutral
"I'm not sure I'd be as successful as I am as a woman in a profession other than in technology. Because it tends to be a bit neutral. If you have the tools, if you can code, it's a lot more sort of merit and recognizes talent.",Neutral
I love the light-brown shadow I made with Colourpop. It's a nice matte and neutral color that gives a bit of definition on the lids.,Neutral
"The painful truth is that in its attempt to remain 'morally neutral,' Hollywood is causing us to raise a nation of cads and harlots... Thanks again, Sean Penn!",Neutral
A lot of brands are saying they're going to make 'gender neutral' clothing. But clothing is gender neutral.,Neutral
I love the tones of browns and grays - I love more neutral tones. That's why I like going to the desert and working in the desert. I find that green trees and things like that have a tendency to lock us into a certain way of seeing.,Neutral
"Not Going Out' is a pretty neutral sitcom - to quote the 'Seinfeld' thing, it's not really about anything.",Neutral
"As a comedian and satirist you have to be neutral, because everyone's fair game. Once you show bias, you lose that.",Neutral
I'm supposed to be neutral when I do my job. But I'm a fan and I have my favorites.,Neutral
"D is a wholesome key. It's not bland, like C. It's not neutral. It's probably on the bright side.",Neutral
The secret to humor is surprise.,Surprise
It's great to be a blonde. With low expectations it's very easy to surprise people.,Surprise
What a lovely surprise to finally discover how unlonely being alone can be.,Surprise
"Whenever death may surprise us, let it be welcome if our battle cry has reached even one receptive ear and another hand reaches out to take up our arms.",Surprise
"Whenever death may surprise us, let it be welcome if our battle cry has reached even one receptive ear and another hand reaches out to take up our arms.",Surprise
The backbone of surprise is fusing speed with secrecy.,Surprise
The husband who decides to surprise his wife is often very much surprised himself.,Surprise
"If you don't take an opponent serious, they surprise you.",Surprise
"Poor, dear, silly Spring, preparing her annual surprise!",Surprise
The only thing that should surprise us is that there are still some things that can surprise us.,Surprise
"The surprise is half the battle. Many things are half the battle, losing is half the battle. Let's think about what's the whole battle.",Surprise
"When reflecting upon it today, that the Pearl Harbor attack should have succeeded in achieving surprise seems a blessing from Heaven. It was clear that a great American fleet had been concentrated in Pearl Harbor, and we supposed that the state of alert would be very high.",Surprise
I can honestly say - and it's a big surprise to me - that I have never had a dream about being on the moon.,Surprise
"A true leader always keeps an element of surprise up his sleeve, which others cannot grasp but which keeps his public excited and breathless.",Surprise
"Always mystify, mislead and surprise the enemy if possible.",Surprise
Whoever can surprise well must conquer.,Surprise
"The tax code is becoming steadily more progressive, which shouldn't surprise anyone who understands power politics. It's always easier to force sacrifice on an unpopular minority than it is to ask the majority to pony up.",Surprise
"The tax code is becoming steadily more progressive, which shouldn't surprise anyone who understands power politics. It's always easier to force sacrifice on an unpopular minority than it is to ask the majority to pony up.",Surprise
"Don't tell people how to do things, tell them what to do and let them surprise you with their results.",Surprise
Surprise is the greatest gift which life can grant us.,Surprise
Be Prepared... the meaning of the motto is that a scout must prepare himself by previous thinking out and practicing how to act on any accident or emergency so that he is never taken by surprise.,Surprise
"Poetry should surprise by a fine excess and not by singularity, it should strike the reader as a wording of his own highest thoughts, and appear almost a remembrance.",Surprise
"Poetry should surprise by a fine excess and not by singularity, it should strike the reader as a wording of his own highest thoughts, and appear almost a remembrance.",Surprise
"I think we are well advised to keep on nodding terms with the people we used to be, whether we find them attractive company or not. Otherwise they turn up unannounced and surprise us, come hammering on the mind's door at 4 A.M. of a bad night and demand to know who deserted them, who betrayed them, ",Surprise
"No tears in the writer, no tears in the reader. No surprise in the writer, no surprise in the reader.",Surprise
"No tears in the writer, no tears in the reader. No surprise in the writer, no surprise in the reader.",Surprise
Surprise is key in all art.,Surprise
Searching is half the fun: life is much more manageable when thought of as a scavenger hunt as opposed to a surprise party.,Surprise
"Man is always more than he can know of himself; consequently, his accomplishments, time and again, will come as a surprise to him.",Surprise
"Wait long enough, and people will surprise and impress you.",Surprise
"I'm a huge fan of what Marvel did, it's no surprise for anyone to know that as a child I was a huge fan of comics.",Surprise
"I wasn't expecting to be traded, so it definitely was a surprise to me. But things happen in this league so I just decided to take in stride and start a new journey in Milwaukee.",Surprise
"Surprise! Surprise! An Academy Award nomination and suddenly you're outed? Did I mind? Oh, very, very much.",Surprise
"Amitabh doesn't surprise me because he has been there, done that.",Surprise
"It wouldn't surprise me in 10 to 15 years if heading wasn't involved in the game. The research and the momentum it's getting, I think it's probably going to open up a lot more stuff that becomes quite shocking.",Surprise
"That's life in the league for you, though. I mean - that's life for you, period. Things don't always happen in a straight line. There's usually going to be a zig here, a zag there, that catches you by surprise. And then it's on you to adapt.",Surprise
"That's the thing about 'Sex Education,' the shooting situations are so bizarre that nothing is a surprise any more. It's just another day at the office.",Surprise
Every season is always a surprise.,Surprise
"For people who've never seen me before, some of my material is quite a surprise. I look like your sister or neighbour, and then I come out with something quite dark or shocking, and it's so unexpected.",Surprise
"For people who've never seen me before, some of my material is quite a surprise. I look like your sister or neighbour, and then I come out with something quite dark or shocking, and it's so unexpected.",Surprise
It wasn't until many years after 'The Waltons' when I had gone back to theater that I had the opportunity to take on a role within a theater company as a writer and director. I found to my surprise that I really enjoyed it as well.,Surprise
"You know, this might surprise people, but what I really want and what I'm really working toward is a Chanel suit. I'd really like to have one that I could wear forever - a really classic one.",Surprise
"Confidence, to me, is just pushing yourself a little bit further than you think you can go, and you'll always surprise yourself.",Surprise
It's always a pleasant experience while acting because I like to surprise myself and the audience with what I do.,Surprise
"When Jeremy Corbyn won the Labour leadership - not once, but twice - and defied the mainstream media's expectations to gain Labour seats in the 2017 election, it was no surprise to those of us who have always backed Corbyn and his agenda for change.",Surprise
"What would surprise people about working with LeBron is he's really into the things that he's into. And I think people don't understand that. They just think he's a basketball player, he's super busy. But he actually pays attention.",Surprise
I think I'm going to surprise a lot of people.,Surprise
"I will do films that will satisfy me and surprise the audience into saying, 'look where Rajpal started from and where has he reached today.'",Surprise
It came as a great surprise to receive an MBE and it is a true honor for me and my family.,Surprise
Shadow and Bone' was the first. Siege and Storm' was challenge and surprise. Ruin and Rising' was the opportunity to see a story through to its end.,Surprise
I always get recognised and that always takes me by surprise. Its not something I ever expect or get used to.,Surprise
"I think Ancelotti really likes London and he likes the way football is played over here. That doesn't surprise me because, after Italy, if you come here, you really enjoy the culture.",Surprise
"Every coach in the league does an unbelievable job, and they're prepared and think you're going to outcoach people, or you think that you're going to surprise, but you don't.",Surprise
"The hand issue I had throughout the India tour, and which eventually led to surgery, no doubt took people by surprise.",Surprise
"Cricket has come to take centerstage among all sports in the country today and it is therefore no surprise that the organizers are romping in added attractions, to cheer the crowd, in a bid to pay value for their money.",Surprise
We like to keep things as a surprise. It's always better like that.,Surprise
"Even if Donald Trump had lost the 2016 election, instead of won it in a surprise, the media's coverage of his campaign and supporters would have been a horrific failure. They presented that race as unwinnable for Trump and as if his support was inexplicable.",Surprise
I always like to come with stuff people don't expect me to. I like the element of surprise.,Surprise
I think many young actors want to be daring. They want to surprise their fellow actors as well as their audiences.,Surprise
I remember going to stadiums and huge sections of the stand gave you racial abuse. It was never nice but it wasn't a surprise - particularly when I was first at Spurs.,Surprise
"It's awesome to have the fans come up and say, 'Hey, Duck, what's up?' When people call me Devlin, it catches me by surprise.",Surprise
"I've been asking my partner for a dog for a while and she kept saying no. She was obviously keeping it for a birthday surprise, and when I came home from Rotherham, Hugo was sat on the sofa waiting for me. It was a really nice surprise.",Surprise
"I think that games like 'Braid' show us that the 'new kids on the block' can do some really inventive, smart things with a genre like the side-scrolling platformer that has been around for 25 years. It's proof that people can 'come up' and surprise us all the time.",Surprise
It isn't as much of a surprise any more to see a woman's name in the credits as director.,Surprise
"Carlton Cole is no surprise to me anymore. For me, some of the bits he does are unbelievable.",Surprise
Since we began Daft Punk we go from surprise to surprise.,Surprise
"Women are like wine: strong, spirited, full bodied, intoxicating, and potent. And we never cease to surprise.",Surprise
"I can't control everything that's said, but I've been around. Nothing will surprise me. Jordi Alba",Surprise
"Life can be very challenging. But I've always believed that God is always in control, even when you are going through challenges. Nothing catches him by surprise. It's all part of his plan. I rely on that even during the toughest of times.",Surprise
